[ 2026-09-01 23:27:17,456  ] 17 root - INFO - Initiate the data ingestion
[ 2026-09-01 23:27:20,901  ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-09-01 23:27:20,901  ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-09-01 23:27:20,901  ] 75 root - INFO - Exporting train and test file path.
[ 2026-09-01 23:27:20,964  ] 84 root - INFO - Exported train and test file path.
[ 2026-09-01 23:27:20,964  ] 19 root - INFO - Data Initiation Completed
[ 2026-09-01 23:27:20,964  ] 23 root - INFO - Initiate the data Validation
[ 2026-09-01 23:27:21,024  ] 32 root - INFO - Required number of columns:2
[ 2026-09-01 23:27:21,024  ] 33 root - INFO - Data frame has columns:31
[ 2026-09-01 23:27:21,040  ] 32 root - INFO - Required number of columns:2
[ 2026-09-01 23:27:21,040  ] 33 root - INFO - Data frame has columns:31
[ 2026-09-01 23:27:21,182  ] 25 root - INFO - data Validation Completed
